dme	-327.4889538
meth	-308.0241845
eth	-421.3790148
pr2	-614.0917157
thl	-631.0062219
c6h5	-424.5688084
c2h3	-270.9015676
c2h 	-269.6394532
ch3	-232.802633
tch3	-350.7607758
c3h7	-311.446892
h	-193.4746834
cl	-653.0806576
br	-2766.766506
f	-292.7148181
conhr	-401.5248338
conh2	-362.2131483
cooch3	-421.3814708
coch3	-346.1495805
coh	-306.8196276
cof	-406.0782706
cocl	-766.4327943
cf3	-530.5233639
ccl3	-1611.572626
cbr3	-7952.631083
cn	-285.7362892
soor	-781.4017604
no2	-397.9969944
soocf3	-1079.091893
ph_p_cl	-884.1659475
ph_o_cl	-884.1581984
ph_m_cl	-884.1651608
ph_o_cf3	-761.6023509
ph_m_cf3	-761.609934
ph_p_cf3	-761.6100363
ph_p_ch3	-463.8935686
ph_p_och3	-539.1049169
ph_op_ch3	-542.5294567
ph_op_och3	-768.1611539
piperidine	-444.2381403
paryl2	-997.5864163
naryl2	-710.996495
